league,team,venue,city,state,vendor,stand_name,section,item_name,description,price,category,source_url,season
NHL,Vegas Golden Knights,T-Mobile Arena,Las Vegas,NV,Fuku by Chef David Chang,,Sections 10 & 215,Fuku by Chef David Chang,"Delivering a world-class crunch to the upper and lower bowls with habanero-brined spicy fried chicken sandos, jumbo tenders, and hot jalapeño-seasoned waffle fries.",,Headline Item,,2026
NHL,Vegas Golden Knights,T-Mobile Arena,Las Vegas,NV,The Great Greek Mediterranean Grill,,Section 20,The Great Greek Mediterranean Grill,"Providing a fresh, clean-eating alternative with perfectly charred chicken and pork souvlaki sticks, gyro wraps, and feta-dusted sides.",,Headline Item,,2026
NHL,Vegas Golden Knights,T-Mobile Arena,Las Vegas,NV,Foley Family Wines Bar & Terrace,,Sections 5 & 17,Foley Family Wines Bar & Terrace,"A beautiful, upscale touch of ownership luxury. This sophisticated bar terrace pours out elite estate wines sourced directly from the private vineyards of Golden Knights owner Bill Foley.",,Headline Item,,2026
NHL,Vegas Golden Knights,T-Mobile Arena,Las Vegas,NV,Lit Up Bars,,Sections 9 & 12,Lit Up Bars,"The definitive destination for high-volume frozen mixology, churning out vibrant, high-octane frozen slushie cocktails engineered to combat the dry Nevada desert heat.",,Headline Item,,2026
NHL,Vegas Golden Knights,T-Mobile Arena,Las Vegas,NV,Freed’s Bakery,,Section 16,Freed’s Bakery,"A beloved 35-year Las Vegas neighborhood institution handling the sweet tooth crowd with decadent, over-the-top layered dessert cakes, gourmet cookies, and seasonal pastries.",,Headline Item,,2026
NHL,Winnipeg Jets,Canada Life Centre,Winnipeg,MB,Carvery Sandwiches,,Sections 111 & 310,Hand-Carved Smoked Brisket,"A spectacular, high-end concourse addition. Chefs carve slow-roasted meats live right in front of you. Go for the Porchetta Cuban Melt or the smoked beef brisket, heavily paired with comfort sides like deviled egg…",,Drinks/Social,,
NHL,Winnipeg Jets,Canada Life Centre,Winnipeg,MB,Burrito 204,,Sections 109 & 321,Burrito 204,"A direct shoutout to Winnipeg's area code, pumping out rapid-velocity, heavily stuffed beef, chicken, or plant-based burritos, loaded queso nachos, and crispy sugar-dusted churros.",,Drinks/Social,,
NHL,Winnipeg Jets,Canada Life Centre,Winnipeg,MB,Aviators' Grill,,"Sections 103, 116, 301",Aviators' Grill,"The premier stop for stadium classics and heavy grease, slinging massive trays of Totchos (tater tot nachos) and classic Canadian poutines.",,Drinks/Social,,
NHL,Winnipeg Jets,Canada Life Centre,Winnipeg,MB,Crown Royal Whisky Hangar,,Section 316,Crown Royal Whisky Hangar,"A gorgeous, beautifully lit upper-concourse lounge that pays a direct, respectful homage to Gimli, Manitoba—the global home where Crown Royal is distilled. It functions as a premium, full-service bar churning out…",,Drinks/Social,,
NHL,Winnipeg Jets,Canada Life Centre,Winnipeg,MB,Craft Beer Corner,,Sections 126 & 310,Craft Beer Corner,"Rather than forcing corporate-only lines, the arena proudly highlights Winnipeg's booming independent fermentation scene. Fans line up for fresh craft tallboys and drafts from local neighborhood masters like Little…",,Drinks/Social,,
